symbol,name,description,country,year,period,documentUrl,income,expenses,postedName,date,clientId,registrantId,senateId,houseRegistrantId
PACB,"PACIFIC BIOSCIENCES OF CALIFORNIA, INC",Genomic analysis systems,US,2022,Q2,https://lda.senate.gov/filings/public/filing/be8055a8-132b-40ec-8afb-e734d38d9fdf/print/,60000,,,,210941,72111,72111-210941,35940
PACB,"PACIFIC BIOSCIENCES OF CALIFORNIA, INC.",PacBio is a genomics company that makes genetic sequencing instruments.,US,2022,Q2,https://lda.senate.gov/filings/public/filing/22e55914-cdfe-47a0-9627-3918850dfe38/print/,60000,,,,210953,284950,284950-210953,36893
